name	181004-190521_Brain_S35	32150116_EXO_S31	32150161_EXO_S32	32150704_EXO_S33	32150978_EXO_S34	32160284_EXO_S1	32160340_EXO_S2	32160373_EXO_S3	32160612_EXO_S4	32160622_EXO_S5	32160628_EXO_S6	32160670_EXO_S7	32160765_EXO_S8	32160965_EXO_S9	32161004_EXO_S10	32161013_EXO_S11	32161045_EXO_S12	32161046_EXO_S13	32161065_EXO_S14	32161104_EXO_S15	32161237_EXO_S16	32161245_EXO_S17	32161253_EXO_S18	32161392_EXO_S19	32170016_EXO_S20	32170083_EXO_S21	32170268_EXO_S22	32170269_EXO_S23	32170272_EXO_S24	32170383_EXO_S25	32170385_EXO_S26	32170409_EXO_S27	32170434_EXO_S28	32170450_EXO_S29	32170652_EXO_S30
hsa-miR-653-3p	24	52	17				85		22	195			27	7	30	16	47				13	98	25		65	17					8	4	17	26	8
hsa-miR-653-5p	41	161		34			21	6		173			27	99	117	27	225	25		40	90	166	104	14	90	91	29		33	35	133		108	101	103
hsa-miR-654-3p	4585									3	27						2			28	37	6			10		10		24	11	1			9	23
hsa-miR-654-5p	892																																		
hsa-miR-655-3p	3328																					20													
hsa-miR-655-5p	27																																		
hsa-miR-656-3p	6449	5					1				31						13				1	20			1						5				
hsa-miR-656-5p	69																																		
hsa-miR-659-5p	8																		20														9		
hsa-miR-660-3p	14		9												23					5		16			13				24		24		9		
hsa-miR-660-5p	1109	991	166	477	44	20	307	12	126	610	277	1	73	225	862	295	698	45	292	91	975	1010	988	126	1287	331	87	41	1341	399	397	62	937	828	1119
hsa-miR-662		17		1																														5	
hsa-miR-663a	39																						7												
hsa-miR-663b	18																																		
hsa-miR-664a-3p	1614	502	122	485		24	259	21	109	412	58		105	180	414	278	400	62	158	71	355	386	279	34	547	162	35		795	300	125	13	440	490	691
hsa-miR-664a-5p	1236	193	37	130	17	10	89		59	245	11		47	59	109	32	89	22	96	29	247	69	146	18	226	36	20	19	298	72	80	24	174	228	376
hsa-miR-664b-3p	132												14				6		20			55		5	13	19							7	11	22
hsa-miR-664b-5p	90	15	4							40			35	5			32				23		13		21				19	34	5		26	2	24
hsa-miR-668-3p	2004									23																					2				
hsa-miR-671-3p	966	29	25	18			38			18			31	21			61	12	18		70	25	41	9	68	14		26	37	9	15	4	90	25	70
hsa-miR-671-5p	777	16	18			18				1						34	36				31	26	13		29				22		5		27	5	
hsa-miR-6715a-3p	30																																		
hsa-miR-6716-3p	150													7									1	8	9				18				7	13	28
hsa-miR-6717-5p																	13												1						
hsa-miR-6718-5p	78	33				1																													
hsa-miR-6720-3p	41																																		
hsa-miR-6721-5p	92																					15													
hsa-miR-6724-5p	66	35	15														5												11	21		14	3		
hsa-miR-6726-3p	187	6																								7								3	
hsa-miR-6727-5p	10					35																		13											
hsa-miR-6729-3p																41									1										
hsa-miR-6729-5p											31																								
hsa-miR-6730-5p			8							12											29		21			2									26
hsa-miR-6731-5p																							1												
hsa-miR-6733-5p	61																																		
hsa-miR-6734-3p	29																4																		
hsa-miR-6734-5p	120		10											19	14	27							6	3	6		27		7		8		11		
hsa-miR-6736-3p																																	8		
hsa-miR-6737-5p																	1							1											1
hsa-miR-6738-3p	15																																		
hsa-miR-6738-5p	15	7		47		49	19		19				72			15		32	27					7	2										
hsa-miR-6739-3p	13																																		
hsa-miR-6739-5p	24																																		
hsa-miR-6740-5p	10																																		
hsa-miR-6741-3p	22																																	16	
hsa-miR-6743-3p	12																		22				7												
hsa-miR-6744-5p																							64												
hsa-miR-6745	11																																		
hsa-miR-6746-3p	19																	3															5		
hsa-miR-6747-3p	19																							8											
hsa-miR-6747-5p																		1																	
hsa-miR-6748-3p																36											7								
hsa-miR-675-3p	6																																		
hsa-miR-675-5p																	6																		
hsa-miR-6750-5p									11																										
hsa-miR-6751-3p	16																																		
hsa-miR-6752-5p																12																			
hsa-miR-6754-3p	7																								6										
hsa-miR-6755-5p	53																													1					
hsa-miR-6759-5p	6																					5													
hsa-miR-676-3p	170									9						11												8	7		3				
hsa-miR-676-5p	19																																		
hsa-miR-6760-3p	31																																		
hsa-miR-6760-5p	14												1																						
hsa-miR-6761-3p	43	10																																5	
hsa-miR-6761-5p	35						11																												
hsa-miR-6762-3p	16																																		
hsa-miR-6763-5p																																			7
hsa-miR-6764-3p	13																																		
hsa-miR-6764-5p	15																																		
hsa-miR-6765-3p						21																													
hsa-miR-6766-3p	31																																		
hsa-miR-6766-5p	12																																		
hsa-miR-6767-5p	23																10																		
hsa-miR-6768-3p																												11							
hsa-miR-6768-5p	12																																		
hsa-miR-6769a-5p	17																																		
hsa-miR-6770-3p	31																																		
hsa-miR-6770-5p	9																											1							
hsa-miR-6771-3p					1																														
hsa-miR-6772-3p	20																8												6		2				
hsa-miR-6773-5p															15																				
hsa-miR-6774-3p																									6										
hsa-miR-6776-3p	10																						20			7									
hsa-miR-6777-5p	20																																		
hsa-miR-6778-3p																	25																		
hsa-miR-6779-3p	3																																		
hsa-miR-6780a-3p	18																																		
hsa-miR-6780a-5p	22																14																		
hsa-miR-6780b-5p	7																																		
hsa-miR-6782-3p																													5						
hsa-miR-6783-5p						15																													
hsa-miR-6784-3p																																		5	
hsa-miR-6785-5p																															1				
hsa-miR-6786-3p	70						21																		12								4		
hsa-miR-6787-5p	18																																		
hsa-miR-6788-5p	17																														3				
hsa-miR-6789-5p																								1						8					
hsa-miR-6790-3p																1									8										
hsa-miR-6790-5p														9																					
hsa-miR-6791-3p																				8															
hsa-miR-6792-3p	39																																		6
hsa-miR-6792-5p																																			3
hsa-miR-6793-5p																						24													
hsa-miR-6794-3p	68																																		
hsa-miR-6794-5p	11																																		
hsa-miR-6795-5p																															1				
hsa-miR-6796-3p	19																																		
hsa-miR-6796-5p	14																																		
hsa-miR-6797-3p	21																																		
hsa-miR-6798-3p	5																																		
hsa-miR-6800-3p	55																																		
hsa-miR-6800-5p	11																7																		
hsa-miR-6801-5p	9																																		
hsa-miR-6802-3p	11																																		
hsa-miR-6803-3p	150		27							6				35	43								51		13										15
hsa-miR-6804-3p																									9										
hsa-miR-6804-5p	42																																		
hsa-miR-6805-3p										7																		5							
hsa-miR-6805-5p										10				3																			1		
hsa-miR-6808-5p							12																				1								
hsa-miR-6809-5p		19								23													13		4										
hsa-miR-6810-3p	11														25																				33
hsa-miR-6810-5p	19																																		
hsa-miR-6813-5p																				24															
hsa-miR-6814-3p																									5										
hsa-miR-6814-5p																	4								3										
hsa-miR-6815-5p																			13																
hsa-miR-6816-3p	17																																		
hsa-miR-6818-3p	8																																1		
hsa-miR-6818-5p	8																																		
hsa-miR-6820-3p	19																																		
hsa-miR-6820-5p																			15																
hsa-miR-6821-3p													1	1	1			13		2		1			1	1		1			2	1	1		
hsa-miR-6821-5p				30	1				6							15							9	4	18										
hsa-miR-6822-3p	10																																		
hsa-miR-6822-5p	14																																		
hsa-miR-6825-5p																	10																		
hsa-miR-6826-3p	10										57																								
hsa-miR-6826-5p	30	13								11																							6		
hsa-miR-6827-3p				1													23								8										
hsa-miR-6827-5p		29																																	
hsa-miR-6833-3p																																	5		
hsa-miR-6834-5p																									8										
hsa-miR-6836-5p																														12					
hsa-miR-6837-3p	34																		39							20									
hsa-miR-6837-5p																	12																		
hsa-miR-6838-5p																													10						
hsa-miR-6839-5p										11																									
hsa-miR-6841-5p	81																																		
hsa-miR-6842-3p	244																																		
hsa-miR-6842-5p	17																																		
hsa-miR-6843-3p	21																																	7	
hsa-miR-6848-5p	13																																		
hsa-miR-6849-3p	9																																		
hsa-miR-6850-3p			5																								1								
hsa-miR-6850-5p	28																																		
hsa-miR-6851-5p	5																																		
hsa-miR-6852-3p																														1					
hsa-miR-6852-5p																	12																		
hsa-miR-6855-3p	21																																		
hsa-miR-6855-5p	21																								2										
hsa-miR-6858-3p	10																																		
hsa-miR-6858-5p	15																				23		18												
hsa-miR-6859-3p	12																																		
hsa-miR-6859-5p	64	14														15											3								
hsa-miR-6860													1										11												
hsa-miR-6861-5p	9																																		
hsa-miR-6862-3p	25																																		
hsa-miR-6863		12							17														28										8		41
hsa-miR-6864-5p	20																																		
hsa-miR-6865-3p	26																																		
hsa-miR-6865-5p																								10											
hsa-miR-6866-3p	14																								9	2									
hsa-miR-6866-5p	86																7																		
hsa-miR-6867-5p	2																																		
hsa-miR-6868-3p	15																																	9	
hsa-miR-6868-5p																								1											
hsa-miR-6869-3p					15	8			1														1								2	1		4	
hsa-miR-6869-5p		1		37	11			12	12		20	1	1	24		1	8	2	18	15	1		11	24	9	32	10	37		24	12	26	18	31	
hsa-miR-6871-5p														24																					
hsa-miR-6872-3p				21																															
hsa-miR-6874-5p															40																				
hsa-miR-6875-5p										4										12															
hsa-miR-6877-5p	51																													13	12				
hsa-miR-6879-5p																															2				
hsa-miR-6880-3p																14																			
hsa-miR-6881-3p	98																																		
hsa-miR-6882-5p	94																10				29				9										
hsa-miR-6883-3p	43	14																														6	7		
hsa-miR-6884-3p	29																																		
hsa-miR-6885-3p																											6								
hsa-miR-6885-5p		19							1										11		24														
hsa-miR-6886-3p	11																																		
hsa-miR-6886-5p											1							7																	
hsa-miR-6887-3p																																	5		
hsa-miR-6887-5p																																		6	
hsa-miR-6889-5p				1																				1											
hsa-miR-6890-3p																									4									5	
hsa-miR-6891-3p	17																						21												
hsa-miR-6891-5p																	11						6		3						5				
hsa-miR-6892-5p	15																																		
hsa-miR-6894-3p																																			18
hsa-miR-6894-5p	25	20					3			12													22										9		
hsa-miR-7-1-3p	1147	52		78		15			25	17	26		5	13			15	10	39	3	37	48	49		31	48	18		23	1	67	18	38	19	39
hsa-miR-7-2-3p	65																								8										
hsa-miR-7-5p	342396	201	128	223	75	59	180	42	69	220	151	57	54	72	244	125	96	155	501	107	131	157	270	41	190	149	62	37	226	175	99	8	337	92	306
hsa-miR-708-3p	1240	8	21			9				22	9			8		32	6		24	27			14		16				38	1	13		3	5	
hsa-miR-708-5p	4812	25						6		28	28			26	12							18	53		28	4		1		16	5			1	1
hsa-miR-7106-5p	17																																		
hsa-miR-7107-5p																						6			1										
hsa-miR-711																		9																	
hsa-miR-7110-3p	33																																		
hsa-miR-7112-3p							3																												
hsa-miR-7113-5p	7																																		
hsa-miR-7114-3p																							4	1				1							
hsa-miR-7114-5p	27																																		
hsa-miR-7151-3p	107																								6										
hsa-miR-7151-5p	32																																		
hsa-miR-7152-3p	18																																		
hsa-miR-7155-3p	17																																		
hsa-miR-7156-3p	12																																		
hsa-miR-7156-5p	6																																		
hsa-miR-7158-5p	12																																		
hsa-miR-744-3p	290																								5					4					9
hsa-miR-744-5p	13996	163	43	144	21	30		10	9	96	95		1	15	75	89	83		115	35	142	120	114	15	204	68	1	26	62	60	12	9	206	115	82
hsa-miR-758-3p	114																																		
hsa-miR-758-5p	350																																		
hsa-miR-760	4841	29	22	40			23			29					18	12		6			32		4	7	5				39	1	15		19	7	24
hsa-miR-765	90	7																																	
hsa-miR-766-3p	277	31								22			13			23	11					12	16		2		9		4		6		27	13	8
hsa-miR-766-5p	22																9						13			7									
hsa-miR-767-3p																																		7	
hsa-miR-767-5p	486																																	8	
hsa-miR-769-3p	644																									10							3		
hsa-miR-769-5p	35196	185	23	136		15	27		6	113	71		21	28	71	80	139	1	80	35	164	186	224	13	168	75	16	57	165	77	85		255	125	228
hsa-miR-770-5p	172																																		
hsa-miR-7704	183				22	16	29	19		8				7											3					14	13				
hsa-miR-7705		12														14	10					15				12		21					11		
hsa-miR-7706	96	22		26						17				11	21	39	18		16	18					24	5			37		5		12	2	16
hsa-miR-7847-3p																																1			
hsa-miR-7854-3p	89		12																																
hsa-miR-7975		1								8																							1		
hsa-miR-7976																							10						10						
hsa-miR-7977	187						2								1		1					20					1		8				5		
hsa-miR-7978	27																								14										
hsa-miR-8060																						1												2	
hsa-miR-8064																							1												
hsa-miR-8072										17									20				7												
hsa-miR-8085																							1												
hsa-miR-873-3p	300	4																																	
hsa-miR-873-5p	1012																																		
hsa-miR-874-3p	6837	405	34	198			283	13	43	116	62		1	143	123	154	229	9	52	44	182	213	322	29	126	113	24	39	238	151	116	44	288	173	338
hsa-miR-874-5p	50	4																		8											2				
hsa-miR-876-3p	925				1																													11	
hsa-miR-876-5p	28																																		
hsa-miR-877-3p	92									9	16						6																	7	
hsa-miR-877-5p	1015	248	115	134		35	43		65	198	149		22	34	306	104	185		104	50	142	27	237	52	219	46	47	19	219	70	30	14	211	87	591
hsa-miR-885-3p	1204																				31		26						5						12
hsa-miR-885-5p	26834	46	15		2		7		1	1				9	33	22	101				23		78	13	4		1		23			4	20	34	12
hsa-miR-887-3p	389								17													19			2										
hsa-miR-887-5p	198																1																		
hsa-miR-888-5p	11	369		136		11	117	12	10	45	327		40	74	36	81	330	16			320	10	720	29	31	49	1		16	105	46	52	96	189	292
hsa-miR-889-3p	8870									8											1									3					1
hsa-miR-889-5p	60																																		
hsa-miR-890				9													32				35		31		8	2					17	7		5	
hsa-miR-891a-5p	96	1472		351	9	48	304	6	136	371	468		118	205	555	138	951	80	33	2	1076	5	2608	141	116	124	39	4	90	305	115	72	340	450	996
hsa-miR-891b	18	8								12							46					33	5						33			3		5	
hsa-miR-892a	13	39					9			27	15		13	5		6	27						26		11	11	11		8				14	14	73
hsa-miR-892b		24									19						5						4								5		9		
hsa-miR-892c-3p																							15		2										
hsa-miR-892c-5p																														3					
hsa-miR-9-3p	602249	320	139	732	11		333	38	55	704	97	33	21	183	325	166	444	56	17	18	321	279	262	49	821	136	55	8	649	176	81	43	524	327	997
hsa-miR-9-5p	3308849	2202	685	2328	104	375	1181	79	574	3221	237	38	587	746	1328	1557	2958	287	782	324	3046	2381	1694	472	3813	1095	338	83	3810	1037	769	71	2838	2588	5884
hsa-miR-92a-1-5p	125	109	20	75			18							36	87	37	21			19	66	10	42	22	41				51	1	19	16	47	15	166
hsa-miR-92a-2-5p	10			20											13						16					3			30				14		52
hsa-miR-92a-3p	194354	49488	8104	34521	850	2836	18148	903	4100	23467	11382	177	4456	10794	31992	22660	31736	2410	12574	3293	27432	8550	35316	3010	34775	9005	3373	3352	25628	10838	5345	1963	27129	18626	61964
hsa-miR-92b-3p	59775	3277	734	2225	66	161	1083	84	233	1502	597		265	744	2629	1673	1827	135	390	101	1634	649	2160	182	2287	385	313	86	1618	855	311	57	1791	1183	4733
hsa-miR-92b-5p	742	34	11	34		22	57			15						69	25				1	20	60		32		7		75				18	27	
hsa-miR-93-3p	327	97	9	51			42			13	51			21	120	17	71		38	27	28	42	49	2	44	12		16	79	18	51		49	30	
hsa-miR-93-5p	38899	2927	685	1546	17	173	1025	102	429	2287	722	45	286	867	1074	1626	2206	111	2368	729	1978	1919	2270	357	3796	1117	254	339	2213	1071	899	204	2715	1666	3896
hsa-miR-933																									10									6	
hsa-miR-934		13		68		18	71	16	18	74				8	33	117	146		327	50	118	141	43	15	72	37			50	64	67	10	218	70	51
hsa-miR-935	2392													17										4											
hsa-miR-937-3p	194	11					15			93			16		10		19								1	6									71
hsa-miR-939-5p														10												1								18	
hsa-miR-940	632																10		3												9	2			
hsa-miR-941	198	37	38	8					11	59						21	22		72	15		12	18		27	18			38	28	4		26	17	69
hsa-miR-942-3p																				21					6									4	
hsa-miR-942-5p	232	49	3	29			21		12	50				7	14	61	7	11	32			14	25	14	34	6			58	26	8		33	12	22
hsa-miR-943	23																								5										
hsa-miR-944		39				28		8	36										37							8			11		1		9	10	
hsa-miR-95-3p	55083	1816	324	723	78	86	443	32	81	510	332	2	2	464	957	238	662	61	404	209	1346	852	487	84	2841	617	58	191	944	259	117	31	604	315	1192
hsa-miR-95-5p																																	4		
hsa-miR-96-5p	35	84		5			58	10	24	79	60		26	25	73		94		13	5	72	74	32	10	60	54	5	18	64	88	21	6	86	116	88
hsa-miR-98-3p	1381	81	53	125	26		100		50	124	34		23	37	120	52	90	1	18	11	62	84	76		121	25		21	77	62	31	6	77	92	22
hsa-miR-98-5p	227092	5125	1579	5080	120	345	2735	77	561	5370	1905	23	333	1656	3737	2300	5703	254	3642	879	3171	3288	2976	282	4004	2385	524	401	4003	1985	1560	371	4609	3672	8009
hsa-miR-9898										12															2										
hsa-miR-9899																																		4	
hsa-miR-9901							28		2									10											8					3	
hsa-miR-9903	12																4										8						6		
hsa-miR-9983-3p	82																														1				
hsa-miR-9985	2279	84	52	15	9	29	22	30	2	117	6	30	19	33	95	42	47	10	96	38	72	25	94	24	124	43	30	23	102	46	5	11	79	63	41
hsa-miR-99a-3p	119						4							5							55		10	5	21								10	8	
hsa-miR-99a-5p	161974	15278	2527	10524	208	1387	7409	419	1601	9699	4154	99	1822	2793	8663	7334	10300	876	2540	1455	13100	10690	16592	1567	17496	4069	1394	2125	16955	4998	3973	592	8745	14293	18327
hsa-miR-99b-3p	6246	601	71	537	20	60	242		49	304	82	22	41	144	410	312	292	36	127	111	508	319	342	53	537	96	51	36	422	156	110	12	248	269	805
hsa-miR-99b-5p	187602	22577	6436	21962	628	2066	10654	729	2975	20354	5334	173	2231	6787	20892	12537	19250	1557	7987	2942	15116	7432	15841	2140	24307	4935	2013	1659	20342	8236	4393	1236	15749	13006	39357

