name	180919-190527_Brain_S35	32150043_EXO_S34	32152359_EXO_S1	32152366_EXO_S2	32152381_EXO_S3	32152446_EXO_S4	32152451_EXO_S5	32160028_EXO_S6	32160083_EXO_S7	32160120_EXO_S8	32160241_EXO_S9	32160246_EXO_S10	32160323_EXO_S11	32160457_EXO_S12	32160466_EXO_S13	32160472_EXO_S14	32160600_EXO_S15	32160766_EXO_S16	32160782_EXO_S17	32161246_EXO_S18	32161252_EXO_S19	32161358_EXO_S20	32161367_EXO_S21	32161415_EXO_S22	32170068_EXO_S23	32170276_EXO_S24	32170346_EXO_S25	32170365_EXO_S26	32170367_EXO_S27	32170368_EXO_S28	32170381_EXO_S29	32170400_EXO_S30	32170453_EXO_S31	32170613_EXO_S32	32170644_EXO_S33
hsa-miR-589-5p	255		6	2	19	21	77	9	12	5			8	10	31	15	24		11	1	11	8	18			20		59	51	13	41			1	6
hsa-miR-590-3p	1659	27	5	29	47	17	46		19	6			16	49	17	13	46		11	7	18	12	152	1	9	64	38	158	160				2		
hsa-miR-590-5p					3																							5	14						
hsa-miR-591									6																										
hsa-miR-592	937						10								9	4							52					9			1	27			
hsa-miR-597-3p	60														10	3										2									
hsa-miR-598-3p	9249	23	97	142	145	157	116	84	47	55	7	31	72	155	299	55	151	1	198	55	38	57	151	52	9	346	104	268	315	115	107	20	150		10
hsa-miR-598-5p							19			2																									
hsa-miR-605-3p	38														18											7									
hsa-miR-6068																																			17
hsa-miR-6075				3																															
hsa-miR-6078												1																							
hsa-miR-6084																		5																	
hsa-miR-611																						1													
hsa-miR-6125		9												12		3																			
hsa-miR-6129						1																		1											
hsa-miR-6130	17										1																								
hsa-miR-6131								1																											
hsa-miR-6134	1				1																														
hsa-miR-615-3p		1	62	83	86	162	59	132	69	62		82	89	94	209	45	180		88	24	89	26	252			351	47	72	162	82	247	82	244		41
hsa-miR-615-5p									4																										
hsa-miR-616-3p				5	9					6			5	9	20	2	11								4			9							17
hsa-miR-616-5p	92		2	1									8	5	5		14		5									19	17	2					
hsa-miR-617																		5																	
hsa-miR-618	88		2	23	15	18	8		13				15	19	14	4	14	6	21	13		8	21		5		8	22	61				23		
hsa-miR-622					12		17		67						17						11	26	71											26	2
hsa-miR-624-3p	23																2			1															
hsa-miR-624-5p																							12												
hsa-miR-625-3p	1771	16	5	2	32	24	34	2		1	18		7	34	37	3	41		23	21	4	6	51	11		16	2	35	27	15			25		12
hsa-miR-625-5p	69													5	15		10		8									9							
hsa-miR-627-3p	10				5				4				4	4	3		10		15				7			5		21	13	9					
hsa-miR-627-5p				4	3												16		9							1		9							
hsa-miR-628-3p	2075	16	15	22	53	26	1	71	18	1		37	29	33	74	14	27		37	1	30	10	42	15		143		86	113		77		2		10
hsa-miR-628-5p	4358			13	10		29			5			4	23	28	5	5		17	7	1	11	18	1		34	18	31	28	4	1				
hsa-miR-629-3p					10	3		8	5				5		4	2					3								14				1		
hsa-miR-629-5p	415		15	26	62	27	62	42	12	1		13	2	74	64	35	59		21	3	7	6	27	29	8	32	11	201	79	31	20				2
hsa-miR-636	23				1																							1							
hsa-miR-638																													4						
hsa-miR-641	88				8	6	5		11					22	7	6	16		17		2	4		20		7		60	41		1				
hsa-miR-642a-3p	131			2	12	5	32	15	13			22	12	8	10	2	21		1	2		1		5		14	14	2	8						
hsa-miR-642a-5p	48		2	15	5								5	16		4	31		19					5		12				1					
hsa-miR-642b-3p												1		4			2			2		1													
hsa-miR-642b-5p	11																		13							3				1					
hsa-miR-643	48				1								3	1			6									10		3							
hsa-miR-6499-5p					2												1												8						
hsa-miR-6500-3p	45								1				3																						
hsa-miR-6501-3p					1																					7									
hsa-miR-6501-5p																												23							
hsa-miR-6502-5p																												6							
hsa-miR-6503-3p																										5									
hsa-miR-6505-5p	39							10															13												
hsa-miR-6506-5p																								1											
hsa-miR-6507-5p	64				5										4																				
hsa-miR-6508-3p	39																																		
hsa-miR-6508-5p													2			2																			
hsa-miR-6509-3p				1																															
hsa-miR-6509-5p	6													5																					
hsa-miR-651-5p	88	4	28	9	28	11		18	7	1		8	19	52	85	9	41		25	4	26	3	76	25	6	25	3	46	45	1	13		23		17
hsa-miR-6510-3p			4			3	50	35							7														1						
hsa-miR-6511a-3p	297			8	1	11		23	7					6	22		15				9					7	4	3	2		22	34			
hsa-miR-6511a-5p	54																3																		
hsa-miR-6511b-3p	486		1	2	10	1		17	1			5	2	9	20		19		6				36			8		5	7		4		28		
hsa-miR-6511b-5p	54																3																		
hsa-miR-6512-5p				1	2												5																		
hsa-miR-6513-3p	14				9	3									1		7					8						5							
hsa-miR-6513-5p	21												5															12							
hsa-miR-6514-3p	8																																		
hsa-miR-6514-5p	62																1				8							3	10						
hsa-miR-6515-5p	10																																		
hsa-miR-6516-3p	48						11										1																		
hsa-miR-6516-5p	66									1											3							3							13
hsa-miR-652-3p	12279	250	395	523	826	703	801	640	495	242	84	593	581	1169	2153	440	1672	15	1472	368	550	311	2341	576	158	1789	377	1829	1820	370	404	495	915	74	301
hsa-miR-652-5p	39				2	5										1	3									7		6	6						
hsa-miR-653-3p	28	17	5	16	9	13	9	25	20	24			28	39	83	4	84		62	13		16	90	4		41	3	23	36				28		11
hsa-miR-653-5p	62		7	55	53	27	29	6	57	12	9		70	52	87	23	69		76	4	16	25	55		4	153	8	61	70				83		
hsa-miR-654-3p	4038			3	6	6									8				9	5								25	38						
hsa-miR-654-5p	391														10								1												
hsa-miR-655-3p	2324															1								1											
hsa-miR-656-3p	5891			1	3		20																					6	2						
hsa-miR-656-5p	112																																		
hsa-miR-657				3																															
hsa-miR-659-5p	21																1												20						
hsa-miR-660-3p			7	8	10	12	2	22	4				13	4	15	5	6	2	31		2		35	7		34		40	26	3	57				
hsa-miR-660-5p	789	65	342	685	640	496	478	515	334	116	90	271	418	599	1217	293	952	18	887	257	275	126	1099	194	95	1633	141	1330	1746	98	271	130	355	25	229
hsa-miR-662					5						8		5	3																31					
hsa-miR-663a					3	2																													
hsa-miR-663b	34																		12																
hsa-miR-664a-3p	1261	40	85	93	176	173	144	58	24	41	7	115	92	158	209	65	367	7	101	58	64	34	326	127	38	361	61	428	303	66	34	75	83		97
hsa-miR-664a-5p	371	6	35	37	78	69	12	29	55	19	6	32	40	33	86	52	92	1	85	8	16	23	154	30	4	132	62	196	163	4	19	17			15
hsa-miR-664b-3p	22		1		1	3	24		17	3				6	14		18					2	55	5				21	11						9
hsa-miR-664b-5p	46			11	11	5	17		12	1				2	1	5	13		4	2	8		14		9	11		11	8	1					8
hsa-miR-665	46																																		
hsa-miR-668-3p	1500																																		
hsa-miR-671-3p	602		23	19	17	17	19	16	10	9	4	13	22	36	29	11	47		21	18	3	8		15		45	22	129	76	3	12	38	20		7
hsa-miR-671-5p	630		6	3	7	12	3		2		2	2		15	2	20	24		27	4	3		15			15	10	61	39	30		42			
hsa-miR-6715b-3p																	5																		
hsa-miR-6716-3p	115				2	1									4		6											6	16						
hsa-miR-6717-5p	3															11																			
hsa-miR-6718-5p	23																																		
hsa-miR-6720-3p	33					1																													
hsa-miR-6720-5p						3																													
hsa-miR-6721-5p	16																				5														
hsa-miR-6724-5p	65	27	4	3		6	19	39					2		4		4		8		5		22					19	9						
hsa-miR-6726-3p	88			3	2																														
hsa-miR-6727-5p	1																																		
hsa-miR-6729-3p																	1																		
hsa-miR-6729-5p						2																													
hsa-miR-6730-5p																	4					2				4		6							
hsa-miR-6732-3p					1												3											6							
hsa-miR-6732-5p																												13							
hsa-miR-6734-3p						2											1									1									
hsa-miR-6734-5p	31	27			1	2	14			2							2			2					5		1	4	7						
hsa-miR-6735-5p	22												8			2			4									1							
hsa-miR-6738-3p	31																																		
hsa-miR-6738-5p			5	9	4		1	67	8	18		9	1		6	1	13	6	10	8	2	3		15	45		7								10
hsa-miR-6739-5p	27																																		
hsa-miR-6740-3p							6																												
hsa-miR-6740-5p	21																																		
hsa-miR-6741-3p	26												1				2				2														
hsa-miR-6741-5p															1																				
hsa-miR-6742-5p	15																																		
hsa-miR-6743-3p	3			5																															
hsa-miR-6744-5p																					9														
hsa-miR-6745	7																																		14
hsa-miR-6746-3p											1																								
hsa-miR-6746-5p	10																																		
hsa-miR-6747-3p														3												13									
hsa-miR-6749-3p					2																														
hsa-miR-6749-5p																													8						
hsa-miR-675-5p																																	1		
hsa-miR-6751-5p															6																				
hsa-miR-6752-5p		1																																	
hsa-miR-6754-3p														1		1										2									
hsa-miR-6755-3p	9																																		
hsa-miR-6755-5p						1																							9						
hsa-miR-6757-5p				1																								3			1				
hsa-miR-6758-5p	12				3															4															
hsa-miR-676-3p	63			2		1						13					3		13	3	1			12		4		4	9						
hsa-miR-676-5p					1										6	6														14					
hsa-miR-6760-3p	17																																		
hsa-miR-6761-3p	1			1	4																														
hsa-miR-6761-5p														3																					
hsa-miR-6762-3p	48																																		
hsa-miR-6763-5p	10					3		6																											
hsa-miR-6764-5p	8																																		
hsa-miR-6765-3p	10																																		
hsa-miR-6766-3p														4																					
hsa-miR-6767-5p			5											2																					
hsa-miR-6769b-3p																	1																		
hsa-miR-6770-3p	12																												6						
hsa-miR-6772-3p																			3							6			2						
hsa-miR-6773-5p															5							5													
hsa-miR-6776-3p																	3																		
hsa-miR-6777-5p																					7							3							
hsa-miR-6778-5p														4								9				4									
hsa-miR-6779-3p						3																													
hsa-miR-6779-5p														3																					
hsa-miR-6780a-3p																							5												
hsa-miR-6780a-5p				1											1						6														
hsa-miR-6780b-3p			3																																
hsa-miR-6781-5p																														19					
hsa-miR-6783-5p									1																										
hsa-miR-6784-3p						2																						4							
hsa-miR-6785-3p																	4																		
hsa-miR-6785-5p														1																					
hsa-miR-6786-3p	34							4															17					4	9						
hsa-miR-6788-3p	15																																		
hsa-miR-6788-5p							18																												
hsa-miR-6789-3p						7					4																								
hsa-miR-6789-5p			6																																
hsa-miR-6790-3p	12			1	2																			1											
hsa-miR-6791-3p																							12												
hsa-miR-6792-3p				1	3										1											3							31		
hsa-miR-6792-5p					2					2																									
hsa-miR-6793-5p														5																					
hsa-miR-6794-3p	61																																		
hsa-miR-6795-3p											4			4																					
hsa-miR-6795-5p																													1						
hsa-miR-6796-3p																								1		7									
hsa-miR-6796-5p	11																											2							
hsa-miR-6799-3p																			11		1														
hsa-miR-6802-3p					2																							3							
hsa-miR-6802-5p	8			4																								5							
hsa-miR-6803-3p	111		3	9	5	1		13		7				4	16		10		3					14		11	4	17							
hsa-miR-6803-5p																1																			
hsa-miR-6804-5p	2																																		10
hsa-miR-6805-5p	5																				1														
hsa-miR-6809-5p																			1																
hsa-miR-6810-3p				3	1	1						17			11		9			10						4									
hsa-miR-6810-5p														5																					
hsa-miR-6811-5p													5	3																					
hsa-miR-6812-5p	11												2	1																					9
hsa-miR-6814-3p				6																											24				
hsa-miR-6814-5p					1						9				2																				
hsa-miR-6815-3p	16																																		
hsa-miR-6815-5p	12												3													2									
hsa-miR-6818-3p	38																																		
hsa-miR-6818-5p	49																									3									
hsa-miR-6819-3p					2																														
hsa-miR-6820-5p																										8									
hsa-miR-6821-3p		1																											10						
hsa-miR-6821-5p	10						16			4					1	2	7											26							
hsa-miR-6822-5p	19																																		
hsa-miR-6824-5p																													5						
hsa-miR-6825-3p														1																					
hsa-miR-6827-3p																										4									
hsa-miR-6827-5p	10												1			1																			
hsa-miR-6828-5p	1																																		
hsa-miR-6832-5p	8																																		
hsa-miR-6833-3p	10													3																					
hsa-miR-6836-5p																							5							1					
hsa-miR-6837-3p					1			11																					4						
hsa-miR-6837-5p	7																1																		
hsa-miR-6838-5p										6																									
hsa-miR-6840-5p					3		1																												
hsa-miR-6841-5p	12																																		
hsa-miR-6842-3p	215																																		
hsa-miR-6845-5p							1									1																			
hsa-miR-6847-3p			2																																
hsa-miR-6848-5p	12																																		
hsa-miR-6850-3p																		4											4						
hsa-miR-6850-5p						1																													
hsa-miR-6851-5p																1																			
hsa-miR-6852-5p						3											2																		
hsa-miR-6853-3p																							3												
hsa-miR-6854-5p	1																																		
hsa-miR-6855-3p	9																		9																
hsa-miR-6855-5p	7																																		
hsa-miR-6856-3p	12																																		
hsa-miR-6858-3p																									4	16									
hsa-miR-6858-5p				4												4	3		2									3							
hsa-miR-6859-3p																								4											
hsa-miR-6859-5p	10				4										12		6												6						
hsa-miR-6860													1																						
hsa-miR-6861-5p																												1							
hsa-miR-6862-3p	16																																		
hsa-miR-6862-5p														1														3							
hsa-miR-6863				2											2		6			1						5									
hsa-miR-6864-5p	26																																		
hsa-miR-6865-5p						1																													
hsa-miR-6866-3p																1																			
hsa-miR-6866-5p	1																																		
hsa-miR-6867-5p																								8											
hsa-miR-6868-3p	20													5		1																			
hsa-miR-6869-3p			3	10										3		5		5	2																7
hsa-miR-6869-5p			41	27	45	32	51		56	5	18		12	8	34	13	35	16	20	22	6		1	29	10	26	51	3	1	24	1	62	1		49
hsa-miR-6871-5p				3																															
hsa-miR-6874-5p					2																							3							
hsa-miR-6875-3p				2							6																								19
hsa-miR-6876-3p	27																																		
hsa-miR-6877-5p	25														1		10											2							
hsa-miR-6880-3p																	2																		
hsa-miR-6880-5p					1									3																					
hsa-miR-6881-3p	48																																		
hsa-miR-6881-5p	12																																		
hsa-miR-6882-3p	5																																		
hsa-miR-6882-5p	61			2	1	4											1																		
hsa-miR-6883-3p	45				4			9																											
hsa-miR-6884-3p	7																																		
hsa-miR-6885-3p															11																				
hsa-miR-6886-3p	21																4										19								
hsa-miR-6886-5p																												8							
hsa-miR-6887-3p																							21												
hsa-miR-6887-5p																	6											5							
hsa-miR-6891-5p																														4					
hsa-miR-6894-3p																													15				25		
hsa-miR-6894-5p																								8				2							
hsa-miR-7-1-3p	998	36	13	15	18	23	43	40	6		3	51	16	31	60	11	53		56	14	32		14	14		76	16	113	56						40
hsa-miR-7-2-3p	175									1																									
hsa-miR-7-5p	170147	165	32	28	46	61	198	132	47	45	44	81	34	142	207	107	228	8	91	119	111	66	200	42	52	246	84	237	178	145	4	842	164	115	145
hsa-miR-708-3p	584		3	6	6	8			5	8			12	8	10	6	5				10					17		3	14	3					
hsa-miR-708-5p	3083			14	17	8	10		11	2	1	9		16	3		8				4	2	29			23		29		6	13				
hsa-miR-7106-5p	1																																		
hsa-miR-7110-3p	18	16																			5						5								
hsa-miR-7111-3p										6																									
hsa-miR-7111-5p																												3							
hsa-miR-7113-3p																										2									
hsa-miR-7113-5p	38																			7															
hsa-miR-7114-3p	12		2								1					1			1			1													
hsa-miR-7114-5p	10																																		
hsa-miR-7151-3p	81																																		
hsa-miR-7151-5p	44																																		
hsa-miR-7152-5p					6																														
hsa-miR-7155-3p															1																				
hsa-miR-7156-3p	17																																		
hsa-miR-7156-5p	21																																		
hsa-miR-7157-5p	16																																		
hsa-miR-7158-5p	2																																		
hsa-miR-718	18																																		
hsa-miR-744-3p	189												6				2											17		1					
hsa-miR-744-5p	8814		4	34	66	48	35	56	70	59	24	14	50	62	137	36	123	1	50	29	17	7	141	29	4	185	51	392	139	28		49	65	46	93
hsa-miR-758-3p	61																																		
hsa-miR-758-5p	333																																		
hsa-miR-760	2296		8	21	11		19	17	20	3		4	5	22	23	2	4	1	14	3		1			7	23		12	13				33		16
hsa-miR-762						1																													
hsa-miR-765	16			1	5										3				2								8		8						
hsa-miR-766-3p	270		4	2	9	2		27	4	6			10		4		21		39		5			1	14	39		34	8				16		
hsa-miR-766-5p																	4											6	15						
hsa-miR-767-3p	11																																		
hsa-miR-767-5p	458													1			2		10				12	26					4						
hsa-miR-769-3p	375													6												10		10							
hsa-miR-769-5p	13247		40	43	82	39	45	60	28	19		15	62	75	93	33	100		87	21	34	21	95	1	7	168	71	261	129	34	72		10		25
hsa-miR-770-5p	62																																		
hsa-miR-7704	107	4	4		2						6		2	5	19			4			1							52	16		1				
hsa-miR-7705	10					2								5	2													8							
hsa-miR-7706	49		1	13	10	5			15	6			2	12		3	9		5			4	6	10				8	28						
hsa-miR-7844-5p															13																				
hsa-miR-7845-5p	38		2											5																					
hsa-miR-7846-3p	23																																		
hsa-miR-7847-3p																														5					
hsa-miR-7851-3p	5																																		
hsa-miR-7852-3p																																		2	
hsa-miR-7854-3p	69			3								25																							
hsa-miR-7975																5			1				1				1	39	15						
hsa-miR-7976					2	1								6		1						7						1							18
hsa-miR-7977	71	1		1	5	1		20		4			5	2	7	1	9		3			3	1			10		9	11		1				
hsa-miR-7978	43			2		1													2																
hsa-miR-802				5																						1									
hsa-miR-8056			2																																
hsa-miR-8060												1																							
hsa-miR-8064																2														8					
hsa-miR-8071													1																						
hsa-miR-8072																		1											8						
hsa-miR-873-3p	213																									2									
hsa-miR-873-5p	874																7							13									26		
hsa-miR-874-3p	5490	83	92	145	83	112	74	83	114	47	1	37	111	88	173	47	130	3	214	54	54	27	364	67	32	267	74	348	203	14	34	52	146		77
hsa-miR-874-5p	83				2	1			3		5				10		4				1	5				4		3				12			
hsa-miR-875-5p																				7															
hsa-miR-876-3p	628																																		
hsa-miR-877-3p			1		2		5		8								4				2					2			5						
hsa-miR-877-5p	563		29	68	48	81	43	129	12	13	8	26	36	63	139	24	152	1	43	12	27	35	39	40	36	163	37	46	225	22	49	1	113		33
hsa-miR-885-3p	493																	1																	
hsa-miR-885-5p	14647		2	23		7	34	6	13				2	3	5		6		5	9	10		39	1		8		19		1	24				10
hsa-miR-887-3p	323			8	1					11			2				9	1	3							8		22	12						13
hsa-miR-887-5p	66																											7	9						
hsa-miR-888-3p																		1	4																
hsa-miR-888-5p	25		27	260	83	25	9	108	12	10		18	97	45	63	30	56		72	31	1	25	145	38	16	83	1	309	113	9	51	12	26		17
hsa-miR-889-3p	6849			13	7								3															2	8					1	41
hsa-miR-889-5p	53																																		
hsa-miR-890				4	3								11	4	6	1	6					2	20		7	2	32	36				43	14		
hsa-miR-891a-5p	38	30	69	598	138	123	14	374	148		24	99	218	57	148	42	148	5	297	83	3	67	294	48	21	135	18	733	173			29	126		51
hsa-miR-891b	1			5	4														2									24	4						18
hsa-miR-892a			1	17	3	3			5				1		4		9		3	7				6		19		49	10						
hsa-miR-892b	4															8	3		7									32							
hsa-miR-892c-3p					4																					3									
hsa-miR-9-3p	407510	34	124	140	419	82	259	156	18	49	7	205	93	218	547	167	476	13	221	68	142	43	79	145	76	1349	94	397	263	18	67	17	25	1	128
hsa-miR-9-5p	1446959	194	579	521	2130	594	2089	1689	302	389	124	975	656	1255	2438	667	1762	42	1203	308	500	439	467	689	256	4204	255	832	1857	157	185	439	301	20	827
hsa-miR-92a-1-5p	17	51	1	3	19	22			12				6	7	22	3	20	3	3			4	33	15		21	27	50	59	19	24	1			
hsa-miR-92a-2-5p		12	2												7				5		1		19					35	11						
hsa-miR-92a-3p	89899	2426	4778	8988	9183	8115	7700	10746	3878	2608	918	4124	5047	7423	15380	4104	15664	259	8667	3935	4002	2272	15379	3887	2365	19805	5205	33095	20441	2501	5356	4163	5884	434	3413
hsa-miR-92b-3p	35899	136	389	509	690	328	876	858	186	200	65	285	269	517	1126	197	1206	24	663	165	289	105	619	401	135	1309	231	466	1023	169	266	197	462	38	145
hsa-miR-92b-5p	171		1	15	4	11	2	7	5	27		8	2	8	14	5	26		27		12	5	20	14		15	3	2	1						
hsa-miR-93-3p	159	20	11		14	16	16	9	34	23			17	27	39	11	25		19		4	22	3	17		34	20	80	59	5			94		12
hsa-miR-93-5p	26781	147	489	909	1372	1180	1470	799	547	359	185	457	808	1628	2026	729	2299	17	1109	462	622	468	2197	551	192	2636	776	4000	3607	729	788	436	833	77	507
hsa-miR-934			34	9	112	27	34	10	20	29	5		26	86	83	12	107	1	50	26	7	30	108	62		96	44	137	116	66	31	37	95		14
hsa-miR-935	1542																3											2							
hsa-miR-937-3p	78			8	1								2		4			1	5							25									5
hsa-miR-938																							16												
hsa-miR-939-5p	32				1				5	3			4										7					23							
hsa-miR-940	406				3	4									1	3			16				17						3						
hsa-miR-941	192		6	1	11	19	18		22	23			22	17	33	23	40	5	19	11		14	58	18		30	14	136	69	21			65	1	
hsa-miR-942-3p														2	9																				
hsa-miR-942-5p	51		8	15	6	3	2			4	2		12	10	9	6	35		20	6	6	7	52	30		28		20	5	16					10
hsa-miR-943	4					1								11														2							
hsa-miR-944	5			1	13	10			5		8			10	2	4	5				4	1							79	20			1		
hsa-miR-95-3p	29037	124	116	224	278	482	333	184	105	185	28	142	111	400	597	183	510	11	291	248	303	59	634	134	30	1854	40	651	2329	194	394	233	101		354
hsa-miR-95-5p	2																									2									
hsa-miR-96-5p	29	23	42	5	65	25	10	20	26		10	30	28	105	91	36	110		106	26	29	1	105	33	5	56	3	198	103	7			73		9
hsa-miR-98-3p	1166		24	41	41	68	20	86	12	12	24	4	22	61	70	19	98		80	14	46	14	134	56	31	156	12	65	138	11	35		1		
hsa-miR-98-5p	103202	500	907	1433	1505	1687	2134	2476	1248	690	420	881	1240	2341	4271	1168	3665	69	2250	985	1253	791	5594	644	498	5073	1275	4712	5635	949	1565	830	1704	217	845
hsa-miR-9898					2									2									2	3											
hsa-miR-9901	15																									12									
hsa-miR-9903	16				3	6				3		18			7	4										2									
hsa-miR-9983-3p	62																											1							
hsa-miR-9985	2025	19	42	51	32	15	47	185	11	10	4	13	11	133	102	44	123	2	36	18	57	57	75	22	14	167	1	104	159	14	45	243	4		1
hsa-miR-99a-3p	23				3	11	7						2	3	4	4			6					17		15		20	2						
hsa-miR-99a-5p	120149	1979	3000	6311	9253	5287	4015	4688	3513	1782	570	3687	5041	8155	10814	4496	11244	198	12661	2452	2687	2376	9806	3269	1633	16591	3933	44932	11751	1554	2792	2452	3857	278	2414
hsa-miR-99b-3p	2955	2	83	82	195	147	197	116	54	41	17	108	119	207	284	71	225	4	126	53	62	44	152	166	21	433	31	162	397	49	45	44	153		98
hsa-miR-99b-5p	69032	972	3313	4264	6464	4296	5595	7126	3414	1945	995	2783	3619	5002	11613	2479	10240	165	8091	2075	2081	1515	6835	2750	1191	15585	2300	8575	10288	1820	3354	1595	4893	445	1852
